,gender,hit_answered_date,hit_creation_date,household_income,household_size,location_city,location_country,location_region,marital_status,post_to_completion_secs,worker_id,year_of_birth,Age
2058,male,35:32.1,29:10.0,"$75,000-$99,999",3,essex,US,vt,married,382,3472624c80f56cb27cae16353f08fdc9,1976,40
2059,male,15:51.1,14:14.0,"Less than $10,000",5+,vellore,IN,tn,single,97,17d78291ca22362431450dd85d3a6907,1989,27
2060,female,01:44.4,59:12.0,"$25,000-$39,999",2,?,US,?,married,152,98777ab6c8c9a00a7e899a13dc71ad96,1954,62
2061,female,52:25.6,44:15.0,"$40,000-$59,999",1,san antonio,US,tx,single,490,9f2d815c667495c8afdc78a04c794df8,1995,21
2062,male,30:58.4,29:12.0,"Less than $10,000",3,bhubaneshwar,IN,or,married,106,bfd00a340bc0ba6d06aa88e2525b0f32,1984,32
2063,female,16:14.3,14:14.0,"$15,000-$24,999",4,hornell,US,ny,married,120,2dddd9c70c16ae7c39e2ccbc77288a2b,1987,29
2064,male,00:12.5,59:11.0,"$100,000 or more",5+,?,US,?,single,61,b1e3a75cde5f310905556770afc6309b,1998,18
2065,male,51:18.8,44:14.0,"$40,000-$59,999",1,lawndale,US,nc,single,424,cd09cd99c38d4bfb7b554dff21196c22,1970,46
2066,female,42:01.0,29:13.0,"$10,000-$14,999",2,newport,US,ky,divorced,767,e6d2e3cb6946052d5b02af566f8483c0,1953,63
2067,male,29:25.0,14:14.0,"$10,000-$14,999",1,?,US,?,single,910,f546771ce4c5401162d982f84a708fbc,1947,69
2068,female,03:18.5,59:11.0,"$40,000-$59,999",1,austin,US,tx,single,247,71b2d7b00aa12ddfc375214cc5e4c837,1986,30
2069,male,44:52.0,44:14.0,"$15,000-$24,999",1,windsor,US,ca,single,37,29703edd42c98260333b5ec876412374,1993,23
2070,male,32:23.0,29:12.0,"$40,000-$59,999",2,edmond,US,ok,married,191,0838ed06cd615b5d239d42685aff0ded,1973,43
2071,male,17:56.1,14:14.0,"$25,000-$39,999",2,madison,US,wi,single,222,77f450927832b9ab08a4231b332ff395,1963,53
2072,male,04:26.5,59:12.0,"$40,000-$59,999",5+,washington,US,dc,married,314,a734cb84fc7a1c383479fff19be6e236,1955,61
2073,female,45:06.9,44:12.0,"$40,000-$59,999",5+,bakersfield,US,ca,single,54,d9afcf4d2fbceb48349aa967eea8938a,1988,28
2074,female,33:12.1,29:14.0,"$75,000-$99,999",2,dallas,US,tx,single,238,eca159b5b2022c2d7446b1bcbea58c42,1993,23
2075,female,20:07.7,14:10.0,"Less than $10,000",3,istanbul,TR,34,single,357,000922f9a9cf32952ea7b526fe655f07,1996,20
2076,female,06:15.9,44:14.0,"$25,000-$39,999",1,iron mountain,US,mi,single,1321,ab2fd9c056085adee77c615ad405d968,1988,28
2077,female,00:55.6,59:13.0,"$60,000-$74,999",1,new orleans,US,la,divorced,102,9ea494219acdb40727316650d281bf3f,1958,58
2078,female,48:02.9,44:14.0,"$60,000-$74,999",3,estacada,US,or,married,3828,454f4b2cc5b3e893f5dfaaaca93344cf,1991,25
2079,female,45:27.1,29:18.0,"$40,000-$59,999",3,el paso,US,tx,married,969,2f997bac78b139bb34d11cb21d46b089,1979,37
2080,male,15:53.2,14:13.0,"$25,000-$39,999",5+,toronto,CA,on,single,100,3e6fe813d4f1ff2cdd94b080fd3460db,1998,18
2081,male,00:34.2,59:14.0,"$10,000-$14,999",5+,azusa,US,ca,single,80,5b41215ff62b82cf6ad99e18f4446f51,1990,26
2082,male,30:17.3,29:12.0,"$25,000-$39,999",2,mckinney,US,tx,cohabitating,65,0bd0fa27a88ef1e5ef7c8ca4da5c8429,1987,29
2083,male,14:55.1,14:13.0,"$100,000 or more",2,edwardsville,US,il,married,42,237c5000a344488612c519540c7f4851,1987,29
2084,female,07:01.5,59:13.0,"$40,000-$59,999",4,lawrenceville,US,ga,single,468,7596fd4d5ff90cf3bf71669d2db440c0,1992,24
2085,male,45:40.6,44:15.0,"$25,000-$39,999",2,new york,US,ny,married,85,0fc6938db04a6daf3469430022751c2f,1980,36
2086,male,33:45.1,29:14.0,"$10,000-$14,999",5+,mumbai,IN,mh,married,271,d50cba11205b9a960477c6267317cacc,1979,37
2087,male,25:47.0,14:13.0,"$40,000-$59,999",4,indore,IN,mp,married,694,4960bd73ca059242540b5054c8fe9437,1963,53
2088,female,05:29.5,59:13.0,"$40,000-$59,999",3,indore,IN,mp,engaged,376,bd8d8fc461d6e65a2f8610b95b490f71,1991,25
2089,male,47:55.9,44:13.0,"$25,000-$39,999",3,chennai,IN,tn,single,222,ac335ff3b3239f21f2198cd36b89f692,1990,26
2090,male,36:43.8,29:15.0,"$100,000 or more",2,bangkok,TH,10,single,448,1e09258545f3c34e054e5c03eb70f001,1988,28
2091,female,23:24.0,14:14.0,"$100,000 or more",2,?,US,?,married,549,f4dfcf4c2556f01082ab0ca20cb487da,1993,23
2092,male,00:16.1,59:16.0,"$100,000 or more",2,bethpage,US,ny,married,60,7a38056da4e66cc4877bbec30b5e715d,1986,30
2093,female,46:45.3,44:13.0,"$40,000-$59,999",1,jackson,US,ms,single,152,aa45ce97048561954e81c9c70638c3ea,1980,36
2094,female,32:52.0,29:12.0,"$40,000-$59,999",2,portoviejo,EC,m,married,219,c80a05a27abfc16eb3fe075a9a9a1733,1989,27
2095,female,17:24.6,14:16.0,"$100,000 or more",4,shawnee,US,ks,married,188,6c54f8840a1c1a8764710013553dc84b,1972,44
2096,male,01:49.9,59:15.0,"$100,000 or more",4,chennai,IN,tn,married,154,279cd7e47f92d41515ccac61e34d1ced,1985,31
2097,male,01:49.8,,"$100,000 or more",4,chennai,IN,tn,married,,279cd7e47f92d41515ccac61e34d1ced,1985,31
2098,female,45:14.8,44:19.0,"$15,000-$24,999",4,sylacauga,US,al,married,55,43095d550a21508dfed9c98594136a25,1984,32
2099,male,32:30.6,29:18.0,"$100,000 or more",4,wahoo,US,ne,married,192,528be064a956e59772d9e50cd10d2d06,1978,38
2100,female,15:04.2,14:13.0,"Less than $10,000",1,fairfield,US,ca,single,51,469ea41353b3da2b6b4afb570cda1181,1963,53
2101,male,07:00.4,59:13.0,"$60,000-$74,999",2,pueblo,US,co,married,467,16aca57ebd76a95a5bacfa08a65e06e2,1942,74
2102,female,47:29.4,44:21.0,"$60,000-$74,999",2,howell,US,nj,single,188,80d88845a5820423c31d5ea2547e1843,1976,40
2103,female,34:57.2,29:14.0,"$60,000-$74,999",5+,wake forest,US,nc,married,343,c73962bce39a35260d8ff6af86917338,1983,33
2104,male,17:31.7,59:18.0,"$25,000-$39,999",3,saint petersburg,RU,spe,married,1093,c74157e4fd5402340d6a7afc101dbd6f,1983,33
2105,male,17:21.7,14:33.0,"$25,000-$39,999",5+,chennai,IN,tn,married,168,b568c0d74004b56e048f7f6e453645ea,1981,35
2106,male,44:50.7,44:15.0,"$25,000-$39,999",2,texas city,US,tx,single,35,679f51badae48b3ddd4801caf7c1fd48,1978,38
2107,female,30:33.5,29:16.0,"$100,000 or more",4,?,IN,?,married,77,dbcba04ff3ca7a35bc71de333b2d7fce,1982,34
2108,male,15:26.8,14:12.0,"Less than $10,000",3,hyderabad,IN,ap,married,74,a3ee2de26254db7fdcad32de7f1eca97,1985,31
2109,male,02:47.9,59:13.0,"Less than $10,000",1,conyers,US,ga,single,214,17ffe5d5dbc0de49ab0b61d15d2afe92,1993,23
2110,female,44:55.9,44:13.0,"$40,000-$59,999",1,council bluffs,US,ia,single,42,1734408b474392e16068962a37c6fa91,1981,35
2111,female,31:41.1,29:12.0,"$75,000-$99,999",1,?,US,?,divorced,149,e5b657d52077811d296c92d0847e5901,1975,41
2112,female,19:06.0,14:14.0,"$75,000-$99,999",3,rincon,US,ga,married,291,6d39dafda830c053085bbbd8e7b885b7,1980,36
2113,male,01:13.6,59:14.0,"Less than $10,000",5+,ahmedabad,IN,gj,engaged,119,168bed5f6f03d504d34af48c1e7c8ada,1984,32
2114,male,45:07.6,44:13.0,"$40,000-$59,999",2,weatherford,US,tx,cohabitating,54,6595d886fdaca9d2236414f4affa3ca7,1993,23
2115,female,36:05.0,29:13.0,"$40,000-$59,999",2,pulaski,US,wi,married,411,b603260e7c1c95c56a2e6e1410cc43e1,1988,28
2116,male,16:18.7,59:13.0,"$75,000-$99,999",3,?,US,?,married,1025,407b0bb66749d5f239e2e139d78dd8c4,1985,31
2117,male,16:09.2,14:14.0,"$15,000-$24,999",3,oswego,US,il,cohabitating,115,c201384e1e68aa66bca62dd9438f605e,1991,25
2118,female,51:11.4,44:12.0,"$100,000 or more",4,land o' lakes,US,fl,married,4019,7a1b116b289a74a7e85813ad370d2d56,1968,48
2119,female,45:13.2,44:13.0,"Less than $10,000",4,?,IN,?,engaged,60,4f2e5cc85efac10195e8e7f7b5c18a84,1992,24
2120,female,35:20.0,29:11.0,"Less than $10,000",3,dallas,US,tx,single,368,92474f542c24fca4270ccd8d8b9492e9,1991,25
2121,male,18:16.3,14:15.0,"$40,000-$59,999",5+,?,JO,?,married,241,72fe0772c29838b42848dcf4562e1552,1983,33
2122,female,06:38.0,59:12.0,"$75,000-$99,999",3,longview,US,wa,married,445,a4172174a3ac987b352a1e98cadd2909,1967,49
2123,male,30:53.6,29:14.0,"Less than $10,000",1,chicago,US,il,single,99,275d7d31c5d9e4c8752305c986d70c9f,1990,26
2124,male,26:20.8,14:15.0,"Less than $10,000",5+,barquisimeto,VE,k,single,725,b6bd94ea6bae5cb6b53bf204c473abaa,1996,20
2125,male,24:34.5,14:16.0,"$25,000-$39,999",4,hacienda heights,US,ca,married,4218,15408997a6f5043303dc3051e2ba38e0,1985,31
2126,female,01:50.0,59:18.0,"$15,000-$24,999",2,portland,US,or,married,152,fb6ed5e43f21a80a3bb53e566cfbfe2e,1981,35
2127,male,47:22.1,44:16.0,"$25,000-$39,999",4,chennai,IN,tn,married,186,0a21bd77e5a922ea247267fc2fae07db,1986,30
2128,male,33:35.1,29:17.0,"$60,000-$74,999",2,geneva,US,ny,single,258,b9725b3b67b69da089ca555a440490bc,1965,51
2129,male,02:35.8,59:17.0,"Less than $10,000",4,?,IN,?,single,198,7e5bdfb7079b3394b9aa341996b3ca0d,1990,26
2130,male,54:03.3,44:15.0,"$40,000-$59,999",3,kochi,IN,kl,married,588,643e5109949681ebe92a6d870c365675,1988,28
2131,female,38:13.2,29:19.0,"$40,000-$59,999",3,tullahoma,US,tn,married,534,9df48d1eaf0975e1b63531a6dfef5e38,1956,60
2132,female,35:31.2,59:12.0,"$40,000-$59,999",3,marion,US,nc,cohabitating,2179,d4ab42d1da03b7bd08677705788ff3ea,1979,37
2133,female,34:17.9,14:20.0,"$15,000-$24,999",3,karachi,PK,?,married,1197,af8380b53f16c61d8fd95780b5d6fa05,1977,39
2134,female,53:14.4,44:15.0,"$15,000-$24,999",4,salina,US,ks,divorced,539,f1cf0770558bc3af2c3dafe6a2e5fc35,1964,52
2135,male,31:05.9,29:15.0,"Less than $10,000",3,chennai,IN,tn,married,110,1856931fbf35aa8e5b50ea58d09e9b79,1982,34
2136,male,31:05.1,,"Less than $10,000",3,chennai,IN,tn,married,,1856931fbf35aa8e5b50ea58d09e9b79,1982,34
2137,male,18:38.3,14:41.0,"Less than $10,000",4,chandigarh,IN,ch,married,237,159f12978ee51125fcfa18504c5afe64,1984,32
2138,female,02:03.5,59:16.0,"$75,000-$99,999",5+,jacksonville,US,fl,married,167,e4e410d3ebc97aaf999fdd6ae7e7f0f8,1972,44
2139,male,45:41.5,44:18.0,"$15,000-$24,999",4,chennai,IN,tn,single,83,17a8eb17722c2fe91fa20723992aa81c,1993,23
2140,male,42:15.0,29:56.0,"$25,000-$39,999",5+,los angeles,US,ca,married,4339,9ceba1e34bc8c3d0f3f4c950e050cb10,1989,27
2141,male,33:18.7,29:16.0,"Less than $10,000",5+,rolla,US,mo,single,242,143ac87d18c1c4e7bce38f696167f9d0,1995,21
2142,female,19:52.6,14:17.0,"Less than $10,000",4,bangalore,IN,ka,married,335,8c7e29b114504fabedc75b822518a130,1977,39
2143,female,12:35.6,59:15.0,"Less than $10,000",4,alessandria,IT,al,single,800,9ecd117743c9e97c939b520239fce2bd,1973,43
2144,female,50:37.7,44:16.0,"$75,000-$99,999",5+,leander,US,tx,married,381,e54236a4e5fc451393f5908c3c9d79dc,1977,39
2145,female,27:24.6,14:14.0,"$40,000-$59,999",4,fayetteville,US,nc,married,790,d16415eb413184e1e3304390cc94cabe,1970,46
2146,female,00:20.0,,"$40,000-$59,999",2,broward county,US,fl,divorced,,0ad5edf92ba054c822b0a16e9ae3c223,1968,48
2147,female,00:17.7,59:12.0,"$40,000-$59,999",2,broward county,US,fl,divorced,65,0ad5edf92ba054c822b0a16e9ae3c223,1968,48
2148,female,45:24.5,44:15.0,"$15,000-$24,999",2,sequim,US,wa,cohabitating,69,f717ae78c76a2bd4cf6594f5dd0e6334,1982,34
2149,male,31:34.5,29:13.0,"$40,000-$59,999",1,east orange,US,nj,single,141,55ffd3676d56116c55d4614d0ff3da2f,1990,26
2150,female,15:44.4,14:13.0,"Less than $10,000",2,anderson,US,ca,single,91,2c044ef128cd44b5cb9c7d72bd7b2697,1988,28
2151,female,01:26.5,59:12.0,"$40,000-$59,999",3,fresno,US,ca,married,134,449a948279d1aa0e6d595f7b5e6c1aad,1984,32
2152,female,50:43.9,44:14.0,"$25,000-$39,999",1,pittsburg,US,ks,single,389,076e0773e006fe7368a275bf82b9d540,1983,33
2153,male,30:41.3,29:18.0,"$100,000 or more",4,lewisville,US,tx,married,83,7e2b1198361b2ac6843776b4d020f552,1969,47
2154,male,15:40.5,14:14.0,"$40,000-$59,999",5+,jefferson,US,ga,married,86,efa0d71c84f4b45abde95308d52f178e,1969,47
2155,male,00:07.5,59:14.0,"$40,000-$59,999",5+,lansing,US,mi,single,53,98f4cdec203c844323ed07367b9402d7,1992,24
2156,male,54:46.6,44:12.0,"$25,000-$39,999",2,milwaukee,US,wi,cohabitating,4234,1418c5d83e3adcfce9fde87838e2e4ae,1993,23
2157,male,45:10.0,44:14.0,"$100,000 or more",4,vila nova de gaia,PT,13,single,56,d84d590e1c6f53608848b2124c7a6a41,1998,18
2158,female,32:44.2,29:14.0,"$25,000-$39,999",2,savage,US,mn,divorced,210,e7d3993f7efa68a2fa9ea45dfd85ffa1,1976,40
2159,female,18:25.4,14:14.0,"$100,000 or more",2,frankenmuth,US,mi,married,251,0db585f5c07158c6d21e8103ef1fd925,1984,32
2160,male,06:20.4,59:13.0,"$25,000-$39,999",2,dover,US,nh,single,427,541494f4078630be81c3a7b89e7e9edc,1990,26
2161,female,04:17.7,59:14.0,"$40,000-$59,999",2,st. louis,US,mo,cohabitating,3903,988b43e42295f3c89a89acd8fce46469,1991,25
2162,male,33:27.9,29:13.0,"$40,000-$59,999",2,macon,US,ga,divorced,254,c0da9154dbdd82a1369d9b17c6cc3e96,1960,56
2163,male,15:55.3,14:13.0,"$60,000-$74,999",2,san antonio,US,tx,cohabitating,102,35052e89f1239d1c4e7b9d3e467b9924,1990,26
2164,female,47:44.1,44:15.0,"$15,000-$24,999",2,pinconning,US,mi,engaged,209,bca0e82434d4b9e67f92f8c71cdc6884,1980,36
2165,male,30:18.0,29:15.0,"$75,000-$99,999",3,new york,US,ny,single,62,63b753b0dc79d97a476e0e2b89f87260,1987,29
2166,female,14:46.7,14:15.0,"$25,000-$39,999",2,springfield,US,mo,married,31,7fb96fc6bc954f73ade7b32d14d7da13,1992,24
2167,female,04:47.5,59:15.0,"$40,000-$59,999",2,cincinnati,US,oh,divorced,332,12779d757233bf0d67609d685fd1f3f4,1951,65
2168,male,47:51.2,44:14.0,"Less than $10,000",5+,alexandria,EG,alx,single,217,ed0a6a938334151aa4588e95cfec116f,1998,18
2169,female,40:45.6,29:14.0,"$40,000-$59,999",3,clermont,US,fl,engaged,691,68a94e5d4fac81d8aede508488758d16,1971,45
2170,male,18:12.0,14:18.0,"$40,000-$59,999",5+,lititz,US,pa,married,233,5d084b2e872a5b1094ecc73c5c1f1fbd,1970,46
2171,male,02:25.8,59:14.0,"$100,000 or more",4,madison,US,ms,married,191,12e5b434dda359029003687c3b3a6f5b,1984,32
2172,female,48:28.3,44:13.0,"$100,000 or more",4,ardmore,US,ok,married,255,069c53c1393d0fa7cb8ea145368be84b,1963,53
2173,female,30:10.2,29:16.0,"$40,000-$59,999",2,charleston,US,sc,single,54,64dc1697deb9acd182992c775b7735de,1988,28
2174,female,16:45.1,14:14.0,"$60,000-$74,999",3,?,US,?,married,151,a9f836fdcbab2dbcf25dde5dd908ad03,1967,49
2175,female,00:35.5,59:14.0,"$60,000-$74,999",3,boynton beach,US,fl,single,81,6ff454b10c6a4830419abf2b4d0c454b,1991,25
2176,female,47:35.6,44:15.0,"$75,000-$99,999",1,malvern,US,pa,single,200,0db2445ca920c5f1db0dba30f95bf240,1986,30
2177,male,47:04.4,29:17.0,"$25,000-$39,999",1,roeselare,BE,vwv,single,1067,867a20d7b31774ecb129d194274cfe6f,1977,39
2178,female,30:49.1,14:14.0,"$25,000-$39,999",2,rock hill,US,sc,married,995,20d8dedcc9dfa2bc9654206630de9ab4,1964,52
2179,female,08:02.2,59:12.0,"$40,000-$59,999",2,?,US,?,married,530,a3bcc22f6959266eb693f84fed39caab,1956,60
2180,female,46:16.5,44:16.0,"$25,000-$39,999",2,philadelphia,US,pa,single,120,99d0da7e861a901cc15a234c187b082c,1962,54
2181,male,30:14.8,29:13.0,"Less than $10,000",1,turlock,US,ca,single,61,ec37143c5f311cbcf04476522e3e856f,1993,23
2182,female,15:41.8,14:15.0,"$25,000-$39,999",2,kent county,US,mi,single,86,978b7c02678c8fa053d9f1b956fbcb87,1987,29
2183,male,10:09.8,59:12.0,"$75,000-$99,999",5+,ocean isle beach,US,nc,married,4257,74626b78572008170ee1cdd3685f95f3,1966,50
2184,female,04:39.6,59:12.0,"$60,000-$74,999",5+,fort myers,US,fl,engaged,327,ca6cc52aa4d2743fe140a64ac5eaf044,1995,21
2185,female,47:46.8,44:12.0,"$25,000-$39,999",1,temple,US,tx,divorced,214,b3f468ed63cd633847e9300578cf6a13,1959,57
2186,female,47:46.7,,"$25,000-$39,999",1,temple,US,tx,divorced,,b3f468ed63cd633847e9300578cf6a13,1959,57
2187,male,36:51.6,29:12.0,"$10,000-$14,999",1,houston,US,tx,single,459,a307a0faa6e9fd4ef12d68c1d7d8e814,1987,29
2188,male,14:42.6,14:13.0,"$75,000-$99,999",2,denver,US,co,single,29,a8a42335b74ac45c9fd2bd60b34bc5df,1993,23
2189,male,46:55.6,44:12.0,"$60,000-$74,999",3,?,US,?,single,163,9fed468fbc464dbb3f657cd0b1093348,1963,53
2190,female,38:21.7,29:12.0,"$75,000-$99,999",1,alpharetta,US,ga,divorced,549,f91890142dce7abe605c6c8a17b9eec4,1979,37
2191,male,33:07.7,29:13.0,"$25,000-$39,999",3,poznan,PL,wp,engaged,3834,3c95aa6f39845349c9ab2c3b84f681ab,1991,25
2192,male,23:09.8,14:16.0,"$25,000-$39,999",1,aurora,US,il,divorced,533,f4961b63e0d429921aa40d3317753d74,1953,63
2193,male,01:53.9,59:13.0,"$25,000-$39,999",3,farmville,US,nc,married,160,3745c3b638550034bc052cabc070e287,1981,35
2194,male,47:30.4,44:13.0,"$40,000-$59,999",4,daphne,US,al,married,197,47697290fb12f2ad819140bfc4058f36,1983,33
2195,male,16:10.0,14:15.0,"$100,000 or more",5+,riverview,US,fl,married,114,72e05ba18e7d6fe5086ea74e4ad01a7f,1970,46
2196,male,09:21.4,59:14.0,"$100,000 or more",3,washington,US,dc,married,4207,b47d41c052560dee234feb35f18e28e9,1978,38
2197,male,00:20.8,59:14.0,"$25,000-$39,999",1,new delhi,IN,dl,single,66,6d72e70278504363c7ca99b0d4e123c0,1993,23
2198,female,45:13.5,44:14.0,"Less than $10,000",3,hyderabad,IN,ap,married,59,e77013a893b561bf74a393d56caf8fc0,1988,28
2199,female,35:13.6,29:12.0,"Less than $10,000",1,columbus,US,oh,single,361,ab3178dc102d875fe6bd352a3bdfa2ca,1996,20
2200,male,18:45.2,14:36.0,"$100,000 or more",4,cobleskill,US,ny,married,3849,2cb1c1cde5bad3b165a76ac78cd567bd,1971,45
2201,male,15:04.2,14:16.0,"$60,000-$74,999",3,hamilton,US,mt,cohabitating,48,bdd9a9abe906bcbfd3b4bda791394271,1980,36
2202,female,46:10.5,44:15.0,"$60,000-$74,999",4,muncie,US,in,married,115,6d8311fd7f4ecefb855cce4f5617cc69,1985,31
2203,female,30:56.1,29:14.0,"$25,000-$39,999",5+,chillicothe,US,il,divorced,102,1a445c1321627921d4b0804ea37aaca0,1965,51
2204,female,15:30.8,59:14.0,"$15,000-$24,999",3,boston,US,ma,cohabitating,976,2e20604b235e31d5e2dffe9cb97df152,1996,20
2205,male,56:30.3,29:14.0,"$60,000-$74,999",4,phoenix,US,az,married,1636,b0e94711fa60aec0b55b939d271f040f,1980,36
2206,female,52:33.6,44:15.0,"$100,000 or more",2,plainfield,US,wi,married,498,2b0f142e32ddf1f183cdd635775c9e9f,1964,52
2207,female,23:54.2,14:14.0,"$60,000-$74,999",3,elyria,US,oh,single,580,4fa5cc08eee6c66fbd1fb54f3e5f5ea2,1976,40
2208,female,04:59.5,59:17.0,"$40,000-$59,999",5+,wilkes-barre,US,pa,married,342,540fbf009fc7464f8f5a90d7c73d879b,1966,50
2209,female,51:58.0,29:18.0,"$60,000-$74,999",4,metairie,US,la,married,1359,fb83aa09dc0535ea71216b4367455f62,1984,32
2210,female,47:18.5,44:17.0,"$25,000-$39,999",4,orange park,US,fl,married,181,0b90413c9ca6fcf03f079e5b72661943,1987,29
2211,female,41:00.6,29:16.0,"$25,000-$39,999",5+,cebu,PH,ceb,married,4304,55f22f7e789d1ebf287d9783eeed4454,1985,31
2212,male,26:49.1,14:19.0,"$40,000-$59,999",5+,dehradun,IN,ul,married,750,66b1e31515acee9854a6a80f7b52aae1,1986,30
2213,male,08:50.5,59:18.0,"$100,000 or more",3,ridley park,US,pa,married,572,9a7e47e0365e151f1487f4ac4bd2fb73,1985,31
2214,male,59:42.7,44:17.0,"$60,000-$74,999",3,aiken,US,sc,married,925,6a2cd25fc42be8705e558060ced1b80c,1977,39
2215,male,52:05.4,44:22.0,"$40,000-$59,999",2,chisinau,MD,?,cohabitating,4063,bef2fe2a8a512682c26a850c911d63e6,1985,31
2216,male,29:52.9,14:15.0,"$75,000-$99,999",1,new york,US,ny,single,937,dd1ef41050677c1b145b887e6c57cca2,1984,32
2217,female,26:32.8,14:11.0,"$100,000 or more",4,onondaga county,US,ny,married,4341,183e3a0893fa4c23b8b2d0eb02cab3d1,1963,53
2218,male,05:13.4,59:32.0,"Less than $10,000",4,visakhapatnam,IN,ap,married,341,36d626b6af76b9827b5d5acf66a1fe3a,1982,34
2219,female,39:11.5,29:11.0,"$15,000-$24,999",3,burgas,BG,2,married,600,ebf2e1758f4a9f2d7c838267ad6c8884,1987,29
2220,male,27:46.6,44:10.0,"$15,000-$24,999",4,madurai,IN,tn,divorced,2616,9580669c99c76223fa872e579f6c8ed5,1974,42
2221,female,01:57.2,59:10.0,"Less than $10,000",3,kochi,IN,kl,married,167,91d86ce4e2d916d6e6c0e8cb771e215e,1972,44
2222,female,31:12.6,29:12.0,"$75,000-$99,999",2,chennai,IN,tn,married,120,9398e40c9fc83a5d1c26d995068fe151,1970,46
2223,female,24:43.2,14:12.0,"Less than $10,000",1,leuven,BE,vbr,single,631,5a4c16f4d6fb3ad99a11511383f9b97a,1994,22
2224,male,00:20.1,59:12.0,"$40,000-$59,999",3,brno,CZ,jm,married,68,bdc191c33e87d4d6ba8e4fa2433a25f6,1981,35
2225,female,00:10.2,,"$10,000-$14,999",2,chisago city,US,mn,divorced,,016bbd74cd7304dfaaf6591484294f30,1959,57
2226,female,00:08.6,29:11.0,"$10,000-$14,999",2,chisago city,US,mn,divorced,1857,016bbd74cd7304dfaaf6591484294f30,1959,57
2227,female,48:43.4,44:14.0,"$75,000-$99,999",2,fremont,US,ca,married,269,4199c3caaa3e87052fe0642a9d490f41,1989,27
2228,male,15:38.3,14:14.0,"$25,000-$39,999",3,athens,GR,a1,married,84,dd3b8866dcb8824b837fa54447469d32,1975,41
2229,female,00:53.2,59:14.0,"$10,000-$14,999",1,?,GB,?,divorced,99,0cbc7c61641755e029b7a6d3ac2404ea,1961,55
2230,male,45:17.5,44:13.0,"$75,000-$99,999",2,yonkers,US,ny,single,64,301b9ecc97b265a99cb87e2c83834543,1984,32
2231,female,40:52.4,29:14.0,"$15,000-$24,999",3,gig harbor,US,wa,married,698,7ca6595fca1da2aad647034ff023ec67,1995,21
2232,male,26:48.9,14:16.0,"$15,000-$24,999",5+,slidell,US,la,engaged,752,ba13e84cb244bf10866cbb3e669149ce,1987,29
2233,female,01:29.1,,"$25,000-$39,999",2,monroe,US,la,cohabitating,,f97d5b1980053c1bc5416dac55c8812b,1994,22
2234,female,01:25.6,59:13.0,"$25,000-$39,999",2,monroe,US,la,cohabitating,132,f97d5b1980053c1bc5416dac55c8812b,1994,22
2235,male,48:49.9,44:16.0,"$25,000-$39,999",5+,chennai,IN,tn,single,273,e0c1a19caf147844515f437f39eeff35,1996,20
2236,male,30:01.2,29:13.0,"$60,000-$74,999",2,phoenix,US,az,married,48,4d69302babede3f99792226f88f7ae4d,1987,29
2237,male,19:04.7,14:17.0,"$75,000-$99,999",4,chicago,US,il,single,287,c701968f9dfcc9761df68073469a1fe6,1979,37
2238,female,03:29.4,59:15.0,"$40,000-$59,999",2,?,US,?,divorced,254,13d5ae657ffd648ea1cfd4fc46d5f9b8,1968,48
2239,female,45:24.5,44:15.0,"Less than $10,000",1,charlottesville,US,va,single,69,b8cec36dea885302c1ac678bfe73bbe5,1987,29
2240,male,34:49.1,29:14.0,"$10,000-$14,999",1,chandler,US,az,single,3935,915292a38c53025a7d9d48bed9e92544,1993,23
2241,female,30:33.5,29:14.0,"$75,000-$99,999",3,san diego,US,ca,single,79,0783a3787550460e63c19a373642be93,1980,36
2242,male,15:30.7,14:16.0,"$40,000-$59,999",2,omaha,US,ne,cohabitating,74,78d3def31f9c223ec6109157b5390c2e,1988,28
2243,male,12:05.7,59:17.0,"$25,000-$39,999",2,seoul,KR,11,married,768,aa7597edbd9e468be10141d8ec078744,1970,46
2244,female,44:55.9,44:14.0,"$100,000 or more",4,cabot,US,ar,married,41,0f19d69a7839c2bded1a75bb4f58d046,1980,36
2245,male,23:01.0,14:14.0,"$25,000-$39,999",1,shirley,US,ny,single,526,f3e13db76336d38c321f5818a2e833dc,1978,38
2246,female,02:14.0,59:14.0,"$25,000-$39,999",5+,stockton,US,ca,single,180,31b4df69445af5cfcab33b0afbacd04b,1995,21
2247,male,46:21.6,44:13.0,"$40,000-$59,999",3,new braunfels,US,tx,cohabitating,128,15b98d002076179c037fbc1c81fdd842,1982,34
2248,female,36:04.1,29:14.0,"$75,000-$99,999",3,portland,US,or,divorced,410,311e9a17c4fdc379d5b7066e10bf3e4b,1959,57
2249,female,20:17.9,14:13.0,"$40,000-$59,999",4,la vergne,US,tn,married,364,76d6d2f3981fc4896820a1b58190ab5b,1990,26
2250,male,13:22.6,59:14.0,"Less than $10,000",1,hyderabad,IN,ap,single,848,43c7f5b28e7e4c59f7eb6b21564da04d,1989,27
2251,male,48:11.0,44:14.0,"$25,000-$39,999",5+,pretoria,ZA,gt,married,237,669e57b5f6a12be7e053478a093aa4f5,1977,39
2252,female,30:07.1,29:15.0,"$100,000 or more",2,raleigh,US,nc,single,52,0ecb6fc092f10a2213e834982d6a95c8,1991,25
2253,female,15:52.1,14:13.0,"$60,000-$74,999",2,san francisco,US,ca,married,99,b7c4925070d70db3e313a6d5c9cfce58,1985,31
